time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15
499;0;3350;1;-67;67;3132.527588;n/a;n/a;n/a;2.0;24;1.0;352;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;932116;1748628;46;3.3;22;30;16;12;9.8;12;0.0;20;12;20;0.0;16;24;3.8;18;18;3.8
998;0;3350;1;-67;67;3115.054932;n/a;n/a;n/a;2.9;23;1.0;4416.000000;0;0.52;0.078;0.0;22;0.0;43984.000000;0;0.0;0.0;0.0;1.0;6.6;933960;1947124;47;5.9;22;22;32;16;5.8;28;0.0;16;28;24;14;22;26;28;26;22;9.8
1497;0;3350;1;-67;67;3113.621826;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;1947124;47;6.1;22;20;32;8.0;12;30;4.0;16;28;20;2.0;16;24;16;26;16;14
1996;0;3350;1;-67;67;3113.129150;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;1947124;47;6.1;22;24;32;4.0;6.0;30;2.0;14;30;22;12;16;26;18;30;22;6.0
2495;0;3350;1;-67;67;3111.403809;n/a;n/a;n/a;0.0;20;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;1947124;47;6.1;22;20;32;3.8;1.8;30;0.0;16;28;20;3.8;20;24;18;26;18;18
2994;0;3350;1;-67;67;3114.617188;n/a;n/a;n/a;0.0;20;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;2012660;47;6.3;22;22;32;5.8;1.8;30;1.8;14;28;26;12;20;26;22;30;24;9.8
3493;0;3350;1;-67;67;3118.888672;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;2012660;47;6.1;22;20;32;10;2.0;30;10;16;28;22;20;20;26;20;24;18;2.0
3992;0;3350;1;-67;67;3117.107910;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;2012660;47;6.1;22;20;32;7.8;9.8;30;1.8;16;28;22;16;16;24;16;24;16;1.8
4491;0;3350;1;-67;67;3114.859131;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;2012660;47;6.2;22;20;32;10;10;32;16;16;30;24;14;18;24;20;24;20;4.0
4990;0;3350;1;-67;67;3115.655029;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;2012660;47;5.9;22;18;32;14;18;30;2.0;12;28;20;0.0;16;24;16;22;16;0.0
5489;0;3350;1;-67;67;3118.105713;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;2012660;47;5.9;22;20;32;14;20;28;0.0;14;28;20;0.0;14;26;20;22;16;0.0
5988;0;3350;1;-67;67;3115.256592;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;2012660;47;6.0;22;18;32;14;18;30;0.0;14;26;20;0.0;14;24;16;24;16;0.0
6487;0;3350;1;-67;67;3113.619141;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.6;933960;2012660;47;5.9;22;18;32;14;14;28;0.0;14;28;20;1.8;18;24;16;24;16;0.0
6986;0;3350;1;-67;67;3115.247559;n/a;n/a;n/a;8.8;21;1.0;2384.000000;0;0.52;0.078;0.0;22;0.0;16544.000000;0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.2;23;20;32;16;12;30;4.0;16;30;22;4.0;16;24;16;24;16;0.0
7485;0;3350;1;-67;67;3116.421387;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.0;23;22;32;3.8;14;30;3.8;14;28;20;14;14;24;16;22;16;1.8
7984;0;3350;1;-67;67;3117.860840;n/a;n/a;n/a;0.0;20;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;18;32;14;3.8;30;0.0;14;28;20;14;16;24;16;24;14;0.0
8483;0;3350;1;-67;67;3112.546875;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;20;32;2.0;16;28;0.0;18;28;22;14;14;26;16;20;18;0.0
8982;0;3350;1;-67;67;3120.042236;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;18;32;1.8;18;30;0.0;14;26;20;14;16;24;16;24;16;0.0
9481;0;3350;1;-67;67;3117.729980;n/a;n/a;n/a;0.0;20;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.0;23;20;32;10;8.0;28;0.0;12;28;22;16;16;24;18;22;18;2.0
9980;0;3350;1;-67;67;3109.753174;n/a;n/a;n/a;0.0;20;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;18;32;5.8;12;30;0.0;12;28;20;9.8;16;24;18;24;16;3.8
10479;0;3350;1;-67;67;3114.932129;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;18;34;14;4.0;28;0.0;14;28;20;0.0;18;24;18;28;16;14
10978;0;3350;1;-67;67;3121.036377;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;20;32;3.8;14;30;0.0;12;28;22;0.0;22;26;16;24;18;0.0
11477;0;3350;1;-67;67;3112.771240;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;18;32;12;6.0;28;2.0;14;28;20;6.0;18;24;18;24;20;4.0
11976;0;3350;1;-67;67;3110.749268;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;18;32;8.0;8.0;30;0.0;12;28;20;14;16;24;16;24;16;2.0
12475;0;3350;1;-67;67;3118.719971;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.0;23;28;24;10;8.0;30;8.0;16;28;22;14;14;24;16;24;16;2.0
12974;0;3350;1;-67;67;3117.097900;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.1;23;32;18;7.8;5.8;30;16;14;28;22;9.8;16;26;16;22;18;0.0
13473;0;3350;1;-67;67;3117.270020;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;32;18;16;16;30;2.0;14;28;20;0.0;16;24;18;22;16;0.0
13972;0;3350;1;-67;67;3114.459717;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.0;23;32;18;6.0;12;30;14;12;28;18;0.0;14;24;16;24;16;0.0
14471;0;3350;1;-67;67;3115.527100;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;30;18;8.0;10;32;14;14;28;22;10;14;24;18;24;16;0.0
14970;0;3350;1;-67;67;3117.001465;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;32;20;12;5.8;30;16;12;28;20;0.0;14;24;14;22;18;1.8
15469;0;3350;1;-67;67;3116.588867;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.1;23;32;18;10;8.0;32;16;14;28;20;2.0;14;24;16;20;18;2.0
15967;0;3350;1;-67;67;3116.310303;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.1;23;32;18;6.0;10;32;20;14;28;18;0.0;16;24;16;22;16;2.0
16465;0;3350;1;-67;67;3116.466064;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;32;18;14;18;28;2.0;14;28;22;0.0;18;24;18;22;20;0.0
16963;0;3350;1;-67;67;3116.216064;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;32;18;14;18;30;0.0;14;28;20;0.0;14;26;16;20;16;1.8
17462;0;3350;1;-67;67;3118.206299;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.0;23;32;18;12;9.8;32;9.8;14;28;20;1.8;16;24;18;22;18;0.0
17961;0;3350;1;-67;67;3115.566406;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.0;23;32;20;2.0;4.0;32;20;12;28;20;0.0;16;24;18;22;20;10
18460;0;3350;1;-67;67;3115.181641;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.1;23;32;18;0.0;2.0;30;18;14;28;20;0.0;16;24;16;26;16;14
18958;0;3350;1;-67;67;3115.516602;n/a;n/a;n/a;0.0;23;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.1;23;32;18;5.8;14;32;14;12;28;20;1.8;14;24;16;22;16;3.8
19456;0;3350;1;-67;67;3113.631836;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;32;18;14;3.8;30;3.8;14;28;20;1.8;18;26;20;22;18;3.8
19955;0;3350;1;-67;67;3120.709961;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;5.9;23;32;18;4.0;12;30;0.0;12;28;20;2.0;14;24;16;24;16;16
20453;0;3350;1;-67;67;3117.874756;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.0;23;32;20;0.0;2.0;20;30;12;28;20;2.0;14;24;16;24;16;14
20951;0;3350;1;-67;67;3114.004395;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;942144;2086392;47;6.1;23;32;18;4.0;2.0;20;30;14;28;20;0.0;16;24;16;24;14;16
21449;0;3350;1;-72;72;3107.574707;n/a;n/a;n/a;0.0;15;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;1.0;1.0;42;1.0;6.7;942144;2086392;47;7.3;23;34;18;7.8;5.8;7.8;28;20;34;20;1.8;16;26;22;26;16;14
21947;0;3350;1;-69;69;3141.399170;n/a;n/a;n/a;2.6;19;1.0;4064.073242;0;0.52;0.078;0.0;22;0.0;21931.349609;0;0.0;3.0;6.0;1.0;6.7;944540;2153848;50;7.6;23;32;24;36;28;30;28;26;30;30;36;28;26;26;38;32;20
22445;0;3350;1;-67;67;3118.516602;n/a;n/a;n/a;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944540;2153848;50;7.3;23;32;22;18;22;18;32;22;30;24;7.8;22;24;20;36;20;9.8
22943;0;3350;1;-67;67;3120.597900;n/a;n/a;n/a;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944540;2153848;50;7.3;23;30;20;16;22;20;30;20;30;24;34;24;28;24;40;22;24
23441;0;3350;1;-73;73;3146.032959;n/a;n/a;n/a;1.9;12;1.0;7073.170898;0;0.52;0.078;0.0;22;0.0;33219.511719;0;1.0;5.0;27;1.0;6.7;944540;2153848;50;9.5;23;34;22;18;14;34;26;30;36;28;20;26;28;30;40;24;22
23939;0;3350;1;-67;67;3120.881592;n/a;n/a;n/a;0.0;23;1.0;112;0;0.52;0.078;0.0;0.0;0.0;8272.000000;0;0.0;0.0;0.0;1.0;6.7;944540;2153848;50;7.0;23;34;22;12;16;22;32;18;30;22;18;24;22;42;32;16;9.8
24438;0;3350;1;-67;67;3121.147949;n/a;n/a;n/a;0.0;23;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944540;2153848;52;7.0;23;32;18;24;18;28;10;18;28;24;16;80;32;22;28;24;6.0
24937;0;3350;1;-67;67;3116.720215;6;-61;-442;0.0;11;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944540;2153848;52;10;23;42;24;32;28;38;30;28;32;30;24;26;30;40;40;26;28
25436;0;3350;6;-63;63;2922.623779;1;-67;3114.319580;2.0;12;1.0;0.0;0.0;0.0;0.0;0.0;22;13;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944804;2153848;52;8.8;23;30;20;26;32;30;38;24;34;34;28;32;30;32;44;36;34
25935;0;3350;6;-59;59;2538.506104;1;-78;-846;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944804;2153848;52;8.0;23;26;20;24;30;36;28;24;30;28;20;26;28;24;38;32;32
26434;0;3350;6;-59;59;2542.208984;1;-81;-846;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944804;2153848;52;7.9;23;24;20;22;32;34;26;24;30;28;22;26;26;22;40;30;32
26933;0;3350;6;-59;59;2541.736084;1;-81;-845;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944804;2153848;52;8.1;23;24;18;24;32;34;26;24;32;26;20;34;26;20;40;24;34
27432;0;3350;6;-66;66;2609.268555;1;-81;-867;2.0;17;1.0;482;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;54;1.0;6.7;944804;2153848;52;8.1;23;28;24;24;28;30;28;24;36;28;20;32;28;20;40;26;30
27931;0;3350;6;-72;72;3314.901855;1;-81;-752;7.0;5.9;1.0;655;0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;3.0;2.0;1.0;6.7;944804;2153848;52;7.6;23;28;34;20;20;30;26;24;38;26;20;22;26;20;38;24;30
28429;0;3350;6;-59;59;2529.255127;1;-81;-814;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;7.3;23;18;34;20;20;32;26;20;30;26;24;26;28;20;42;26;32
28927;0;3350;6;-58;58;2538.968506;1;-81;-814;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;6.9;23;18;32;20;18;38;24;24;30;28;22;24;26;16;38;26;32
29426;0;3350;6;-59;59;2542.556885;1;-81;-814;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;7.2;23;20;30;20;24;40;26;24;32;26;20;26;28;20;44;24;32
29925;0;3350;6;-59;59;2541.668457;1;-81;-852;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;7.0;23;22;32;20;28;30;26;24;30;24;22;22;28;20;40;24;32
30424;0;3350;6;-59;59;2544.664551;1;-81;-852;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;7.1;23;22;30;18;34;32;26;20;30;32;20;26;26;22;40;28;32
30922;0;3350;6;-59;59;2542.900146;1;-81;-862;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.0;0.0;6.6;939276;2148184;52;6.8;23;24;32;20;20;38;26;26;32;22;20;16;26;18;44;20;30
31421;0;3350;6;-59;59;2544.674072;1;-81;-853;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;6.1;23;20;30;12;20;34;24;18;30;28;22;24;28;28;38;24;24
31919;0;3350;6;-59;59;2544.451904;1;-81;-853;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;5.9;23;20;30;16;18;30;26;20;30;26;20;22;26;34;34;24;12
32417;0;3350;6;-59;59;2542.553955;1;-75;-865;0.0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;6.0;23;24;22;20;30;34;28;24;30;24;20;20;28;16;34;22;30
32915;0;3350;6;-59;59;2544.616699;1;-80;-791;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;5.8;23;24;22;20;28;32;26;22;30;28;12;24;26;20;40;26;34
33414;0;3350;6;-59;59;2543.653809;1;-82;-809;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;6.0;23;22;28;18;24;24;34;20;32;24;14;24;28;18;40;26;34
33913;0;3350;6;-59;59;2541.729004;1;-82;-795;0.0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;5.6;23;20;26;16;26;26;26;18;30;24;14;20;28;18;40;26;32
34412;0;3350;6;-59;59;2543.909668;1;-82;-779;0.0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;6.0;23;18;24;16;28;28;26;22;28;34;12;20;26;20;38;26;34
34911;0;3350;6;-59;59;2545.206299;1;-82;-813;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;5.6;23;20;30;16;18;22;26;22;30;26;20;22;26;22;36;24;32
35410;0;3350;6;-59;59;2544.820068;1;-81;-839;0.0;27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;6.2;23;20;30;28;18;22;26;20;30;24;18;22;26;20;34;26;32
35908;0;3350;6;-59;59;2545.664795;1;-83;-821;0.0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;5.8;23;22;32;24;20;26;26;20;30;24;20;20;24;22;32;20;32
36407;0;3350;6;-59;59;2545.372559;1;-82;-833;0.0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;5.9;23;22;26;32;20;28;30;22;32;24;20;28;26;20;28;22;32
36906;0;3350;6;-59;59;2550.376221;1;-81;-835;0.0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;5.6;23;22;20;22;20;32;24;22;30;28;22;26;26;22;32;26;32
37405;0;3350;6;-59;59;2541.673828;1;-81;-849;0.0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;6.0;23;20;18;22;22;32;26;20;32;24;20;20;24;20;32;24;32
37904;0;3350;6;-59;59;2543.354736;1;-82;-872;0.0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;52;5.8;23;18;18;18;20;34;26;16;28;22;20;24;26;18;36;22;30
