time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15
118222;0;3350;6;-59;59;2539.289795;1;-80;-672;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;22;30;22;30;20;26;26;32;20;20;18;26;32;34;24;16
118721;0;3350;6;-59;59;2538.349854;1;-80;-672;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.8;23;24;32;22;20;20;30;24;30;18;18;18;24;30;34;20;14
119220;0;3350;6;-59;59;2539.287109;1;-80;-591;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;22;30;24;20;14;28;24;30;18;18;22;26;32;38;26;16
119718;0;3350;6;-59;59;2535.672607;1;-74;-866;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;22;24;32;18;12;24;24;30;20;20;24;26;34;34;26;16
120216;0;3350;6;-59;59;2535.214844;1;-71;-874;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;22;28;30;18;24;26;24;30;18;18;22;26;32;36;22;14
120715;0;3350;6;-59;59;2536.868408;1;-75;-657;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;22;24;26;20;24;26;22;32;18;20;22;24;34;34;24;16
121214;0;3350;6;-59;59;2536.679199;1;-77;-475;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;24;20;34;18;24;24;24;30;18;18;22;26;34;36;26;16
121713;0;3350;6;-59;59;2534.790283;1;-77;-475;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;20;18;32;20;26;26;26;30;18;20;20;26;34;34;24;16
122212;0;3350;6;-59;59;2534.523193;1;-77;-475;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;22;20;32;18;28;24;24;32;20;20;22;26;32;38;24;14
122710;0;3350;6;-59;59;2536.332520;1;-79;-459;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;18;30;18;18;24;24;24;30;16;18;24;24;32;34;24;18
123208;0;3350;6;-59;59;2535.135010;1;-78;-538;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;22;30;24;20;30;26;26;30;30;20;20;26;16;36;24;14
123706;0;3350;6;-59;59;2536.772217;1;-78;-538;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;24;30;20;20;22;24;24;30;34;20;18;26;18;36;24;16
124205;0;3350;6;-59;59;2539.283447;1;-79;-541;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;26;30;26;18;14;24;24;30;34;18;22;26;24;38;26;16
124704;0;3350;6;-59;59;2536.041504;1;-79;-539;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.6;23;22;32;30;18;20;30;24;30;32;20;20;24;20;32;22;16
125202;0;3350;6;-59;59;2535.652344;1;-79;-539;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;24;30;28;18;18;24;24;30;32;18;24;26;18;32;24;16
125700;0;3350;6;-59;59;2537.734863;1;-80;-654;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.6;23;30;32;28;18;20;28;26;32;32;20;18;24;14;32;22;14
126199;0;3350;6;-59;59;2534.269531;1;-80;-654;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;20;30;20;30;18;26;26;30;32;18;22;26;18;34;24;16
126698;0;3350;6;-59;59;2536.324951;1;-80;-654;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;20;32;22;24;20;24;26;30;34;20;20;26;18;32;22;16
127197;0;3350;6;-59;59;2535.949707;1;-80;-654;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;22;32;22;28;22;26;24;30;34;20;18;26;14;38;24;16
127696;0;3350;6;-59;59;2534.160400;1;-80;-709;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;20;30;24;20;18;24;24;30;32;20;22;26;16;40;24;14
128195;0;3350;6;-59;59;2538.250977;1;-80;-709;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;20;30;26;16;18;26;24;30;28;22;24;26;16;38;22;20
128693;0;3350;6;-59;59;2539.708008;1;-80;-636;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;18;24;28;22;14;26;20;30;26;24;24;26;22;38;30;14
129192;0;3350;6;-59;59;2540.964111;1;-80;-534;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;20;18;30;30;24;26;24;30;22;20;20;24;18;36;32;16
129691;0;3350;6;-59;59;2537.556152;1;-80;-534;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;20;20;30;22;26;24;24;30;22;22;18;26;20;34;32;18
130189;0;3350;6;-59;59;2531.892578;1;-80;-679;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;20;32;20;18;26;24;20;30;22;22;24;26;20;36;34;18
130687;0;3350;6;-59;59;2533.489746;1;-80;-679;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;18;30;22;18;20;26;20;30;26;24;22;26;20;38;34;16
131186;0;3350;6;-59;59;2538.644775;1;-80;-691;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;22;32;32;18;16;24;24;30;24;22;20;26;18;40;32;16
131684;0;3350;6;-59;59;2537.778809;1;-80;-617;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.6;23;20;30;20;28;16;32;20;30;24;20;18;26;30;36;22;16
132182;0;3350;6;-59;59;2533.748291;1;-70;-865;0.0;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;20;32;20;30;18;26;24;30;24;20;18;24;34;36;18;14
132680;0;3350;6;-59;59;2535.602783;1;-70;-865;0.0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.6;23;20;30;22;20;18;34;22;30;22;18;22;26;30;36;16;18
133178;0;3350;6;-59;59;2537.320557;1;-70;-865;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;20;30;22;18;16;36;20;30;26;20;24;26;34;38;22;20
133676;0;3350;6;-59;59;2536.688232;1;-70;-865;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.6;23;22;32;20;18;16;32;18;30;22;18;18;26;32;38;20;16
134174;0;3350;6;-59;59;2537.458496;1;-70;-865;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;24;24;26;20;24;32;24;28;24;20;22;26;34;38;18;18
134672;0;3350;6;-59;59;2539.408447;1;-70;-865;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;28;18;32;18;16;24;20;30;26;22;22;26;32;38;18;16
135170;0;3350;6;-59;59;2534.824951;1;-75;-574;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;30;18;32;20;16;24;24;30;24;20;20;26;34;36;20;18
135668;0;3350;6;-59;59;2533.560547;1;-78;-500;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;22;12;32;18;16;30;30;30;24;20;22;26;32;36;18;16
136167;0;3350;6;-59;59;2534.740479;1;-74;-830;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;22;30;32;18;16;24;26;28;26;20;22;26;34;38;18;18
136666;0;3350;6;-59;59;2537.779785;1;-74;-830;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;22;26;32;20;16;24;20;30;26;20;22;26;34;36;18;16
137164;0;3350;6;-59;59;2537.013916;1;-74;-830;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;26;24;32;18;16;24;22;30;26;20;22;26;32;38;18;18
137662;0;3350;6;-59;59;2537.554443;1;-74;-830;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;24;24;28;20;14;26;22;28;24;20;24;26;34;36;20;20
138161;0;3350;6;-59;59;2537.503418;1;-74;-830;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;28;30;22;18;20;26;22;30;28;20;20;26;34;36;16;16
138659;0;3350;6;-59;59;2536.540283;1;-74;-830;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;26;32;22;18;16;24;28;30;20;22;20;24;34;36;14;16
139158;0;3350;6;-59;59;2535.506348;1;-74;-830;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;18;30;22;20;28;24;24;30;22;24;20;26;32;36;18;18
139657;0;3350;6;-59;59;2535.224609;1;-74;-830;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;22;30;20;18;22;24;26;30;24;22;22;26;34;34;16;16
140156;0;3350;6;-59;59;2536.494141;1;-73;-834;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;18;32;20;18;24;24;20;30;22;24;22;26;34;36;18;20
140654;0;3350;6;-59;59;2533.164551;1;-77;-660;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.6;23;22;24;30;18;22;24;22;30;22;22;20;26;34;38;18;16
141152;0;3350;6;-59;59;2535.948975;1;-79;-547;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.3;23;24;20;30;20;24;26;24;30;24;22;26;26;32;38;18;16
141651;0;3350;6;-59;59;2532.830322;1;-80;-568;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.6;23;20;18;32;18;26;24;22;30;22;22;20;26;32;36;16;18
142150;0;3350;6;-58;58;2536.989258;1;-80;-568;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;16;18;32;18;26;24;22;30;24;22;24;26;34;38;18;18
142648;0;3350;6;-58;58;2535.537354;1;-80;-568;0.0;21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;20;20;32;20;24;24;24;30;24;18;20;26;32;36;20;18
143147;0;3350;6;-60;60;2534.466797;1;-80;-568;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;22;12;30;18;28;30;20;30;26;22;24;28;32;38;20;18
143645;0;3350;6;-59;59;2527.852783;1;-80;-734;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.6;23;16;18;34;20;20;24;20;30;26;20;24;26;30;38;18;16
144144;0;3350;6;-59;59;2533.352783;1;-80;-734;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;16;22;26;18;34;26;20;30;26;20;22;26;34;36;20;20
144642;0;3350;6;-59;59;2535.948975;1;-80;-734;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;18;32;24;22;20;24;20;30;26;20;24;26;30;34;18;20
145141;0;3350;6;-59;59;2534.897461;1;-81;-686;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;18;32;20;30;16;26;20;30;32;18;22;26;24;38;18;16
145640;0;3350;6;-59;59;2533.954102;1;-82;-736;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;18;32;24;20;22;26;20;30;34;20;20;24;26;36;20;18
146139;0;3350;6;-59;59;2531.788818;1;-82;-785;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;16;32;28;16;20;24;22;30;32;18;26;26;24;36;18;18
146638;0;3350;6;-59;59;2532.028564;1;-82;-848;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;16;24;22;26;20;30;20;30;32;22;22;26;26;38;18;18
147137;0;3350;6;-59;59;2533.243896;1;-82;-848;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.2;23;18;20;34;32;18;26;22;30;34;18;20;26;26;36;16;14
147635;0;3350;6;-59;59;2534.972900;1;-82;-831;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;18;28;30;20;22;26;22;30;32;20;20;24;24;36;16;18
148133;0;3350;6;-59;59;2536.790039;1;-81;-832;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;16;16;28;32;18;26;20;30;32;18;20;26;26;36;20;22
148631;0;3350;6;-60;60;2534.878906;1;-81;-794;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;16;20;24;34;16;24;20;30;34;20;24;26;24;36;16;24
149130;0;3350;6;-62;62;2545.421875;1;-81;-878;0.0;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.2;23;16;18;20;32;18;26;20;32;30;20;24;26;24;38;22;30
149628;0;3350;6;-59;59;2538.145996;1;-82;-787;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;20;20;24;34;18;28;24;30;28;20;22;26;20;36;32;20
150126;0;3350;6;-59;59;2530.996582;1;-79;-757;0.0;22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;14;20;20;32;18;24;22;30;36;20;22;26;18;38;32;18
150624;0;3350;6;-58;58;2530.495850;1;-79;-757;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;18;18;24;34;18;26;20;30;30;22;22;26;20;36;34;24
151122;0;3350;6;-59;59;2535.528564;1;-79;-757;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;22;20;24;34;20;26;28;30;24;18;32;26;18;40;32;20
151621;0;3350;6;-60;60;2537.621582;1;-80;-830;0.0;22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;18;24;22;24;16;26;22;32;24;20;28;26;20;36;32;16
152119;0;3350;6;-60;60;2533.280518;1;-81;-845;0.0;22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;20;32;20;18;18;24;22;30;26;20;30;24;20;36;32;16
152618;0;3350;6;-59;59;2530.742920;1;-82;-829;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;18;32;20;18;14;24;18;30;26;18;24;26;20;40;36;18
153116;0;3350;6;-59;59;2531.726562;1;-82;-829;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.1;23;18;32;22;20;20;28;22;30;24;20;20;26;18;38;38;16
153614;0;3350;6;-60;60;2534.077393;1;-82;-854;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;20;32;22;20;16;24;22;30;30;22;26;28;28;40;38;20
154112;0;3350;6;-59;59;2533.563232;1;-82;-853;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;22;26;26;18;26;24;20;30;28;22;24;26;20;38;34;20
154610;0;3350;6;-60;60;2532.883789;1;-82;-853;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.8;23;20;18;32;20;20;26;20;30;26;20;24;26;20;38;34;16
155108;0;3350;6;-60;60;2532.521729;1;-82;-804;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;22;18;32;20;18;24;20;30;28;22;26;28;18;36;36;18
155606;0;3350;6;-59;59;2533.502197;1;-82;-779;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.9;23;18;18;34;18;24;24;22;30;26;22;22;26;20;36;34;16
156104;0;3350;6;-59;59;2535.305908;1;-78;-838;0.0;22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;6.0;23;14;16;32;18;20;30;18;30;26;20;24;28;22;36;34;16
156602;0;3350;6;-59;59;2533.471680;1;-80;-770;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;54;5.6;23;16;18;32;20;20;24;20;28;28;22;24;26;18;38;34;20
157100;0;3350;6;-59;59;2532.040039;1;-80;-812;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939408;2148184;54;6.0;22;16;18;30;18;24;28;18;30;28;22;26;26;20;38;34;18
157598;0;3350;6;-59;59;2532.344727;1;-81;-809;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939408;2148184;54;5.9;22;20;28;28;20;22;26;24;30;30;24;26;28;22;40;36;18
#eof
